	at	balt	be	de	dk	es	fr	nl	no	se	uk	CH	CZ	HU	IT	PL	SI
t4000	0.35045	0.19759	0.60265	0.22005	0.47514	0.61591	0.51919	0.55482	0.31463	0.45608	0.5386	0.438	0.189	0.206	0.296	0.147	0.3
t4001	0.26068	0.18293	0.48385	0.19144	0.40183	0.51057	0.42283	0.44068	0.27719	0.37206	0.44801	0.284	0.099	0.119	0.18	0.08	0.203
t4002	0.18107	0.11554	0.34889	0.15221	0.29887	0.39443	0.32003	0.31142	0.2251	0.27863	0.34296	0.125	0.038	0.042	0.072	0.03	0.087
t4003	0.09247	0.05806	0.21316	0.09595	0.20258	0.2521	0.19868	0.18457	0.16718	0.18793	0.23295	0.025	0.004	0.001	0.008	0.003	0.008
t4004	0.02049	0.01407	0.09462	0.03964	0.10277	0.11708	0.08388	0.09335	0.11997	0.10418	0.14392	0	0	0	0	0	0
t4005	0.00015	0.00034	0.01635	0.00506	0.02509	0.01929	0.01484	0.01927	0.07795	0.04395	0.06072	0	0	0	0	0	0
t4006	0	0	0	0	0.00025	0.00029	0.00021	0	0.05209	0.01538	0.01198	0	0	0	0	0	0
t4007	0	0	0	0	0	0	0	0	0.04833	0.00809	0.00063	0	0	0	0	0	0
t4008	0	0	0	0	0	0	0	0	0.06581	0.00749	0	0	0	0	0	0	0
t4009	0	0	0	0	0	0	0	0	0.07168	0.00876	0	0	0	0	0	0	0
t4010	0	0	0	0	0	0	0	0	0.06906	0.01591	0	0	0	0	0	0	0
t4011	0	0.00076	0	0	0	0	0	0	0.06446	0.0249	0	0	0	0	0	0	0
t4012	0.00005	0.02423	0	0.00036	0.00227	0	0	0	0.0791	0.05924	0.00048	0	0.005	0.013	0.001	0.018	0.002
t4013	0.01592	0.07795	0.00342	0.01449	0.04423	0	0.00078	0.00663	0.11751	0.13006	0.00282	0.034	0.039	0.08	0.043	0.065	0.07
t4014	0.08889	0.15416	0.05038	0.06589	0.13475	0.00225	0.03459	0.05577	0.17507	0.22459	0.02765	0.151	0.092	0.199	0.157	0.133	0.186
t4015	0.2076	0.25454	0.14104	0.14361	0.25385	0.05633	0.13961	0.13016	0.2346	0.32551	0.07822	0.284	0.158	0.337	0.307	0.206	0.289
t4016	0.34274	0.31612	0.26763	0.23405	0.3655	0.19445	0.28074	0.2076	0.30456	0.41375	0.13054	0.407	0.219	0.455	0.453	0.266	0.384
t4017	0.49212	0.38972	0.41366	0.33053	0.47069	0.36358	0.42981	0.29374	0.36656	0.5026	0.20478	0.508	0.252	0.547	0.567	0.314	0.492
t4018	0.60332	0.44531	0.53699	0.37678	0.53515	0.52377	0.56858	0.40199	0.41246	0.58141	0.27536	0.582	0.27	0.591	0.644	0.351	0.52
t4019	0.65882	0.46451	0.6284	0.39813	0.56713	0.6627	0.67158	0.48339	0.43662	0.62262	0.33779	0.652	0.281	0.607	0.683	0.373	0.513
t4020	0.6783	0.47732	0.68373	0.42086	0.60412	0.76375	0.72288	0.57222	0.45383	0.65108	0.37255	0.687	0.275	0.604	0.686	0.384	0.486
t4021	0.67254	0.44173	0.67722	0.39425	0.58061	0.81963	0.73495	0.64471	0.45713	0.63324	0.36761	0.682	0.245	0.57	0.657	0.367	0.467
t4022	0.60336	0.40212	0.63421	0.39422	0.58856	0.81224	0.72743	0.66095	0.4295	0.58314	0.3799	0.627	0.201	0.494	0.59	0.305	0.411
t4023	0.50666	0.33142	0.5851	0.39922	0.46749	0.7778	0.68012	0.60928	0.37409	0.53246	0.35614	0.533	0.157	0.395	0.486	0.235	0.295
t4024	0.41527	0.27047	0.48884	0.34306	0.40592	0.6878	0.60466	0.53355	0.34119	0.45606	0.3227	0.415	0.123	0.274	0.356	0.163	0.205
t4025	0.29481	0.21642	0.39664	0.27344	0.32525	0.56975	0.48648	0.43454	0.28615	0.36567	0.2705	0.274	0.087	0.143	0.212	0.092	0.101
t4026	0.18833	0.16031	0.29082	0.20379	0.23941	0.43679	0.35744	0.3346	0.22955	0.27787	0.22408	0.127	0.043	0.043	0.083	0.037	0.032
t4027	0.09014	0.082	0.18218	0.12735	0.14964	0.28096	0.21854	0.21737	0.17584	0.19199	0.16198	0.026	0.006	0.001	0.01	0.004	0.001
t4028	0.02277	0.01855	0.06023	0.04964	0.07145	0.1297	0.09309	0.09602	0.12138	0.1033	0.08472	0	0	0	0	0	0
t4029	0.00015	0.00039	0.00969	0.00567	0.01689	0.02057	0.01611	0.02114	0.07367	0.03983	0.03802	0	0	0	0	0	0
t4030	0	0	0	0	0.00019	0.00033	0.00022	0	0.04328	0.01163	0.00704	0	0	0	0	0	0
t4031	0	0	0	0	0	0	0	0	0.03365	0.00564	0.00056	0	0	0	0	0	0
t4032	0	0	0	0	0	0	0	0	0.04378	0.00467	0	0	0	0	0	0	0
t4033	0	0	0	0	0	0	0	0	0.04613	0.00595	0	0	0	0	0	0	0
t4034	0	0	0	0	0	0	0	0	0.04357	0.01121	0	0	0	0	0	0	0
t4035	0	0.00165	0	0	0	0	0	0	0.04064	0.01806	0	0	0	0	0	0.001	0
t4036	0.00004	0.03476	0	0.00036	0.00145	0	0	0	0.05996	0.04629	0.00027	0	0.006	0.011	0	0.027	0.002
t4037	0.01761	0.10764	0.00191	0.01894	0.02426	0	0.00081	0.00891	0.10466	0.10786	0.0023	0.032	0.051	0.07	0.041	0.094	0.051
t4038	0.09385	0.20615	0.0307	0.09376	0.0698	0.00231	0.03387	0.06559	0.17016	0.18709	0.02737	0.151	0.134	0.157	0.15	0.186	0.147
t4039	0.21179	0.33683	0.10301	0.20671	0.11918	0.06004	0.13818	0.1664	0.24893	0.28652	0.08666	0.305	0.242	0.264	0.297	0.291	0.246
t4040	0.34415	0.43522	0.17132	0.31264	0.16585	0.20533	0.27892	0.25127	0.31536	0.36598	0.15864	0.455	0.331	0.372	0.44	0.388	0.294
t4041	0.48342	0.52974	0.34757	0.41544	0.23617	0.37903	0.42761	0.34937	0.38625	0.44386	0.24571	0.569	0.404	0.47	0.552	0.466	0.299
t4042	0.59117	0.61586	0.45676	0.50195	0.33084	0.54117	0.56704	0.47672	0.44637	0.5041	0.31629	0.635	0.471	0.535	0.624	0.521	0.27
t4043	0.64138	0.67078	0.47685	0.53431	0.36084	0.67999	0.66976	0.56479	0.48083	0.55143	0.38226	0.656	0.479	0.553	0.657	0.538	0.258
t4044	0.66668	0.67102	0.51736	0.556	0.4215	0.78512	0.73739	0.68579	0.5206	0.57376	0.43325	0.62	0.435	0.552	0.654	0.533	0.27
t4045	0.64317	0.62581	0.48763	0.53877	0.4195	0.84625	0.7614	0.74021	0.5167	0.55797	0.46685	0.539	0.404	0.523	0.618	0.492	0.25
t4046	0.55112	0.57137	0.5096	0.50805	0.43001	0.85377	0.72044	0.73414	0.51606	0.53243	0.48384	0.448	0.356	0.447	0.542	0.42	0.227
t4047	0.50677	0.4784	0.43689	0.44232	0.42868	0.81102	0.65099	0.70233	0.47384	0.49195	0.48709	0.376	0.295	0.357	0.433	0.337	0.176
t4048	0.40602	0.37979	0.4259	0.34409	0.33158	0.72288	0.57001	0.61983	0.43124	0.4133	0.43845	0.313	0.218	0.245	0.305	0.236	0.132
t4049	0.2695	0.27994	0.31827	0.24981	0.29839	0.59633	0.46883	0.50235	0.35919	0.32648	0.38768	0.214	0.137	0.129	0.172	0.138	0.072
t4050	0.17834	0.16663	0.2843	0.15443	0.23238	0.44342	0.33072	0.36433	0.28748	0.23517	0.31026	0.11	0.061	0.041	0.064	0.055	0.025
t4051	0.08392	0.0788	0.18006	0.09345	0.16341	0.28346	0.20304	0.21904	0.21662	0.15366	0.21976	0.027	0.008	0.001	0.006	0.007	0.001
t4052	0.02046	0.02252	0.08063	0.03615	0.08229	0.12544	0.08736	0.10107	0.15356	0.08292	0.11913	0	0	0	0	0	0
t4053	0.00016	0.00047	0.0157	0.00417	0.01934	0.01962	0.01578	0.02065	0.09779	0.03331	0.05478	0	0	0	0	0	0
t4054	0	0	0	0	0.00019	0.00029	0.0002	0.00002	0.05761	0.01067	0.01103	0	0	0	0	0	0
t4055	0	0	0	0	0	0	0	0	0.04697	0.00525	0.00063	0	0	0	0	0	0
t4056	0	0	0	0	0	0	0	0	0.06126	0.00477	0	0	0	0	0	0	0
t4057	0	0	0	0	0	0	0	0	0.06438	0.00517	0	0	0	0	0	0	0
t4058	0	0	0	0	0	0	0	0	0.06328	0.0089	0	0	0	0	0	0	0
t4059	0	0.00207	0	0	0	0	0	0	0.05991	0.01475	0	0	0	0	0	0.001	0
t4060	0.00004	0.03909	0	0.00017	0.00057	0	0	0	0.08205	0.03923	0.00032	0	0.008	0.014	0	0.033	0.002
t4061	0.0162	0.1244	0.00362	0.01081	0.00996	0	0.0008	0.00538	0.13042	0.09029	0.00294	0.033	0.057	0.084	0.033	0.112	0.061
t4062	0.08319	0.23738	0.058	0.05588	0.03713	0.00241	0.03357	0.04324	0.19296	0.1681	0.03593	0.146	0.129	0.203	0.125	0.226	0.174
t4063	0.19309	0.35835	0.16071	0.13521	0.08214	0.06042	0.13554	0.10311	0.27027	0.2616	0.10766	0.306	0.229	0.342	0.252	0.356	0.316
t4064	0.32807	0.48382	0.27436	0.20951	0.24017	0.20652	0.27121	0.16026	0.34018	0.36516	0.17854	0.461	0.345	0.47	0.374	0.473	0.457
t4065	0.44136	0.5828	0.40208	0.29689	0.38033	0.37913	0.4111	0.20379	0.41194	0.45296	0.26595	0.589	0.465	0.567	0.474	0.56	0.56
t4066	0.55424	0.65677	0.52866	0.37031	0.47839	0.53855	0.54899	0.20616	0.4659	0.50108	0.35696	0.676	0.554	0.626	0.537	0.608	0.63
t4067	0.62497	0.69834	0.61871	0.46137	0.55388	0.67318	0.65244	0.25228	0.48995	0.51943	0.45885	0.725	0.616	0.649	0.568	0.609	0.67
t4068	0.6453	0.70231	0.62843	0.46666	0.59979	0.77597	0.71477	0.2974	0.51081	0.5224	0.48999	0.74	0.648	0.641	0.561	0.569	0.673
t4069	0.61347	0.663	0.60871	0.45959	0.64179	0.82732	0.73007	0.35079	0.51175	0.50326	0.48097	0.715	0.629	0.59	0.525	0.486	0.643
t4070	0.54412	0.57905	0.58482	0.47652	0.61949	0.82821	0.70902	0.34515	0.48838	0.46809	0.47828	0.651	0.556	0.503	0.461	0.389	0.573
t4071	0.46172	0.4971	0.52189	0.41885	0.57229	0.78408	0.63503	0.38742	0.45217	0.413	0.44031	0.556	0.423	0.383	0.379	0.286	0.467
t4072	0.33173	0.33456	0.44771	0.36367	0.49901	0.68391	0.53781	0.40704	0.40315	0.34562	0.39158	0.428	0.266	0.235	0.278	0.186	0.332
t4073	0.25597	0.22374	0.3588	0.28628	0.40769	0.56929	0.43042	0.35173	0.34541	0.28602	0.3195	0.274	0.138	0.097	0.169	0.104	0.18
t4074	0.14976	0.1532	0.26442	0.20301	0.28898	0.41443	0.29067	0.27424	0.26894	0.2189	0.25653	0.126	0.051	0.026	0.068	0.042	0.066
t4075	0.07914	0.07619	0.16315	0.11166	0.13813	0.26829	0.17587	0.1586	0.19517	0.1472	0.19384	0.027	0.006	0	0.008	0.005	0.004
t4076	0.01901	0.02188	0.08122	0.03974	0.04551	0.12373	0.07625	0.0763	0.13616	0.08088	0.11946	0	0	0	0	0	0
t4077	0.00013	0.00057	0.01432	0.00466	0.01402	0.01953	0.01477	0.01798	0.08194	0.03077	0.05412	0	0	0	0	0	0
t4078	0	0	0	0	0.00024	0.00033	0.0002	0.00002	0.04455	0.00842	0.01227	0	0	0	0	0	0
t4079	0	0	0	0	0	0	0	0	0.03486	0.00408	0.00081	0	0	0	0	0	0
t4080	0	0	0	0	0	0	0	0	0.04394	0.00375	0	0	0	0	0	0	0
t4081	0	0	0	0	0	0	0	0	0.04742	0.00365	0	0	0	0	0	0	0
t4082	0	0	0	0	0	0	0	0	0.05298	0.00572	0	0	0	0	0	0	0
t4083	0	0.0021	0	0	0	0	0	0	0.05573	0.00807	0	0	0	0	0	0.001	0
t4084	0.00004	0.03937	0	0.00025	0.0018	0	0	0	0.07477	0.02651	0.00039	0	0.011	0.008	0	0.028	0.002
t4085	0.01522	0.12327	0.00336	0.01121	0.03676	0	0.00081	0.00851	0.11996	0.07375	0.00352	0.03	0.076	0.045	0.038	0.095	0.048
t4086	0.06955	0.22601	0.04873	0.05529	0.11361	0.0023	0.03327	0.05916	0.18078	0.13845	0.03341	0.14	0.193	0.098	0.143	0.196	0.129
t4087	0.16137	0.34665	0.1153	0.12732	0.22344	0.0587	0.13055	0.15355	0.24849	0.20616	0.0941	0.304	0.317	0.153	0.283	0.301	0.232
t4088	0.26983	0.46472	0.18116	0.21504	0.31526	0.20457	0.25761	0.23753	0.32915	0.29589	0.15964	0.462	0.409	0.217	0.416	0.373	0.368
t4089	0.34511	0.56553	0.25167	0.32279	0.40204	0.37514	0.39588	0.34908	0.39723	0.38374	0.2522	0.591	0.477	0.286	0.523	0.437	0.488
t4090	0.44284	0.63985	0.30879	0.41183	0.46704	0.5345	0.54126	0.44989	0.44829	0.46239	0.35224	0.681	0.502	0.323	0.591	0.474	0.557
t4091	0.50757	0.67775	0.31625	0.48114	0.5525	0.66925	0.64884	0.50838	0.48136	0.51437	0.46639	0.731	0.513	0.327	0.623	0.487	0.584
t4092	0.52143	0.66004	0.27995	0.4889	0.59287	0.76789	0.70675	0.51932	0.49906	0.53152	0.54186	0.744	0.51	0.361	0.625	0.464	0.545
t4093	0.51835	0.64594	0.20304	0.50535	0.66122	0.81074	0.72012	0.50553	0.5041	0.54217	0.62324	0.721	0.509	0.349	0.591	0.411	0.53
t4094	0.50323	0.5814	0.15206	0.50681	0.56254	0.81458	0.6862	0.41968	0.489	0.51732	0.64613	0.663	0.453	0.313	0.521	0.339	0.46
t4095	0.41495	0.48221	0.10806	0.47419	0.54628	0.76239	0.61458	0.34455	0.43463	0.48608	0.63168	0.568	0.368	0.255	0.414	0.258	0.353
t4096	0.33405	0.37579	0.12442	0.41133	0.47938	0.67668	0.5329	0.355	0.38753	0.42865	0.59083	0.439	0.241	0.174	0.293	0.174	0.241
t4097	0.24046	0.23491	0.07673	0.3352	0.38554	0.55012	0.42361	0.23923	0.32286	0.3496	0.51009	0.283	0.126	0.091	0.173	0.098	0.133
t4098	0.15712	0.12961	0.05583	0.23718	0.27488	0.40059	0.30205	0.15513	0.25074	0.26544	0.40651	0.127	0.052	0.029	0.071	0.041	0.051
t4099	0.08393	0.07187	0.03444	0.13738	0.17544	0.25964	0.18562	0.09493	0.18452	0.18004	0.29634	0.023	0.008	0	0.008	0.006	0.004
t4100	0.01991	0.01854	0.01132	0.05564	0.0934	0.11865	0.08335	0.05084	0.13122	0.1023	0.17345	0	0	0	0	0	0
t4101	0.00016	0.00045	0.00239	0.00624	0.02437	0.01967	0.01511	0.0125	0.08583	0.04334	0.07781	0	0	0	0	0	0
t4102	0	0	0	0	0.00029	0.00038	0.0002	0.00002	0.05239	0.01491	0.0171	0	0	0	0	0	0
t4103	0	0	0	0	0	0	0	0	0.04322	0.00808	0.00109	0	0	0	0	0	0
t4104	0	0	0	0	0	0	0	0	0.05737	0.00706	0	0	0	0	0	0	0
t4105	0	0	0	0	0	0	0	0	0.06099	0.00857	0	0	0	0	0	0	0
t4106	0	0	0	0	0	0	0	0	0.06053	0.01492	0	0	0	0	0	0	0
t4107	0	0.00194	0	0	0	0	0	0	0.05821	0.02285	0	0	0	0	0	0.001	0
t4108	0.00004	0.03709	0	0.00035	0.00189	0	0	0	0.07536	0.05144	0.00054	0	0.009	0.01	0.001	0.03	0.003
t4109	0.01352	0.11611	0.00078	0.01739	0.0374	0	0.00076	0.00798	0.11621	0.11033	0.00463	0.026	0.061	0.061	0.041	0.1	0.053
t4110	0.06767	0.20966	0.01485	0.08223	0.10148	0.00226	0.03213	0.06098	0.16912	0.19035	0.04459	0.125	0.156	0.147	0.15	0.191	0.138
t4111	0.16127	0.31077	0.04989	0.17498	0.20593	0.05743	0.12777	0.14859	0.23019	0.28661	0.12648	0.271	0.284	0.251	0.292	0.291	0.26
t4112	0.25713	0.39113	0.06424	0.23665	0.29469	0.19934	0.25517	0.28212	0.29377	0.37365	0.20753	0.421	0.407	0.352	0.432	0.38	0.384
t4113	0.35957	0.45749	0.11924	0.32543	0.42977	0.3689	0.39488	0.41203	0.35571	0.4613	0.33379	0.545	0.512	0.435	0.542	0.447	0.467
t4114	0.45591	0.53179	0.13841	0.41541	0.51512	0.52483	0.53126	0.53692	0.40989	0.51484	0.46997	0.624	0.565	0.461	0.616	0.482	0.461
t4115	0.52089	0.59318	0.20652	0.43403	0.5425	0.65906	0.62893	0.63688	0.4439	0.54794	0.58192	0.669	0.598	0.451	0.648	0.492	0.436
t4116	0.48325	0.60148	0.22355	0.46544	0.61233	0.76105	0.69845	0.71876	0.47001	0.57194	0.66591	0.677	0.598	0.454	0.631	0.469	0.426
t4117	0.48375	0.56932	0.25709	0.41982	0.60554	0.78968	0.71156	0.75211	0.45903	0.56065	0.71915	0.652	0.545	0.434	0.578	0.425	0.416
t4118	0.40878	0.51668	0.241	0.3649	0.59726	0.77899	0.70143	0.73862	0.43337	0.53232	0.72583	0.592	0.486	0.37	0.5	0.346	0.367
t4119	0.37051	0.40366	0.21031	0.29936	0.53947	0.74133	0.64489	0.67778	0.38724	0.47248	0.70127	0.493	0.393	0.294	0.401	0.262	0.327
t4120	0.27096	0.30382	0.24289	0.27636	0.45863	0.68525	0.53029	0.57781	0.3391	0.41068	0.64	0.368	0.28	0.195	0.284	0.18	0.266
t4121	0.18779	0.19754	0.22689	0.2402	0.37983	0.56865	0.42849	0.46265	0.27886	0.31789	0.55271	0.235	0.168	0.091	0.166	0.106	0.158
t4122	0.10177	0.12719	0.17647	0.17017	0.29341	0.41708	0.30178	0.34657	0.2265	0.24002	0.44149	0.109	0.074	0.029	0.065	0.046	0.063
t4123	0.04876	0.06501	0.1367	0.1013	0.17401	0.25789	0.17548	0.21866	0.16991	0.15635	0.31501	0.023	0.009	0.001	0.007	0.006	0.005
t4124	0.0167	0.01975	0.05945	0.0443	0.08144	0.12052	0.0766	0.09962	0.12001	0.0886	0.1854	0	0	0	0	0	0
t4125	0.00015	0.00051	0.01164	0.00594	0.02265	0.01958	0.01343	0.02199	0.07862	0.03719	0.08374	0	0	0	0	0	0
t4126	0	0	0	0	0.0003	0.00038	0.00021	0.00002	0.04961	0.01122	0.01878	0	0	0	0	0	0
t4127	0	0	0	0	0	0	0	0	0.04291	0.00586	0.0011	0	0	0	0	0	0
t4128	0	0	0	0	0	0	0	0	0.05911	0.00583	0	0	0	0	0	0	0
t4129	0	0	0	0	0	0	0	0	0.06232	0.00695	0	0	0	0	0	0	0
t4130	0	0	0	0	0	0	0	0	0.06315	0.01192	0	0	0	0	0	0	0
t4131	0	0.00163	0	0	0	0	0	0	0.06246	0.02028	0	0	0	0	0	0.001	0
t4132	0.00004	0.03302	0	0.00032	0.00189	0	0	0	0.08101	0.05017	0.0005	0	0.011	0.012	0	0.025	0.003
t4133	0.01235	0.09694	0.00335	0.01508	0.04206	0	0.00069	0.00848	0.12481	0.1181	0.00433	0.024	0.075	0.079	0.038	0.089	0.06
t4134	0.0683	0.18099	0.05599	0.07068	0.11713	0.00229	0.0265	0.06466	0.17864	0.20701	0.0354	0.08	0.188	0.185	0.141	0.179	0.169
t4135	0.15171	0.25979	0.16118	0.15329	0.21905	0.05644	0.09574	0.15324	0.24395	0.31115	0.09342	0.163	0.322	0.306	0.28	0.284	0.309
t4136	0.26886	0.24794	0.28356	0.2648	0.3291	0.19215	0.22392	0.23876	0.32322	0.42003	0.17435	0.282	0.456	0.416	0.407	0.391	0.438
t4137	0.39631	0.3167	0.41958	0.36225	0.43812	0.35387	0.33913	0.34856	0.38579	0.50977	0.26462	0.396	0.54	0.491	0.497	0.483	0.53
t4138	0.52298	0.32514	0.56695	0.45882	0.49185	0.51142	0.44917	0.44444	0.43963	0.57239	0.36315	0.493	0.572	0.546	0.548	0.52	0.579
t4139	0.5235	0.37426	0.64419	0.527	0.53296	0.6415	0.51879	0.5391	0.46447	0.59203	0.45358	0.52	0.561	0.601	0.57	0.53	0.576
t4140	0.63815	0.4124	0.66175	0.55655	0.59096	0.7488	0.54057	0.6093	0.47105	0.59698	0.53019	0.516	0.516	0.593	0.561	0.488	0.528
t4141	0.62387	0.40798	0.71793	0.54382	0.58387	0.79527	0.54637	0.63873	0.45205	0.58732	0.58462	0.469	0.451	0.549	0.522	0.427	0.456
t4142	0.62469	0.39772	0.72669	0.51197	0.57539	0.79841	0.54698	0.58607	0.44	0.55229	0.61377	0.405	0.372	0.488	0.452	0.362	0.354
t4143	0.59702	0.33496	0.58361	0.4375	0.51249	0.76475	0.51342	0.5135	0.39013	0.49391	0.58179	0.313	0.291	0.394	0.368	0.29	0.247
t4144	0.50803	0.27614	0.48404	0.37019	0.42511	0.68539	0.42427	0.4111	0.35243	0.40676	0.5471	0.223	0.215	0.271	0.267	0.202	0.16
t4145	0.40657	0.21611	0.37803	0.2668	0.3285	0.5544	0.34385	0.29922	0.28996	0.33016	0.46662	0.128	0.124	0.139	0.156	0.116	0.085
t4146	0.26112	0.13288	0.27778	0.17005	0.25924	0.4101	0.24543	0.22786	0.23581	0.24576	0.3758	0.057	0.053	0.042	0.06	0.047	0.03
t4147	0.12656	0.06789	0.19342	0.09102	0.17063	0.26019	0.14918	0.14103	0.1725	0.17174	0.27848	0.016	0.007	0.001	0.006	0.005	0.002
t4148	0.02872	0.02175	0.10018	0.03111	0.08868	0.11603	0.06605	0.06235	0.11718	0.09778	0.15839	0	0	0	0	0	0
t4149	0.00019	0.00056	0.01815	0.00331	0.02352	0.01854	0.01344	0.0139	0.07576	0.04136	0.07269	0	0	0	0	0	0
t4150	0	0	0.00002	0	0.00031	0.00031	0.00024	0.00002	0.04496	0.01449	0.01669	0	0	0	0	0	0
t4151	0	0	0	0	0	0	0	0	0.03638	0.00779	0.00108	0	0	0	0	0	0
t4152	0	0	0	0	0	0	0	0	0.0481	0.00696	0	0	0	0	0	0	0
t4153	0	0	0	0	0	0	0	0	0.04996	0.00849	0	0	0	0	0	0	0
t4154	0	0	0	0	0	0	0	0	0.04999	0.01503	0	0	0	0	0	0	0
t4155	0	0.00127	0	0	0	0	0	0	0.04998	0.02415	0	0	0	0	0	0	0
t4156	0.00003	0.02309	0	0.00008	0.00141	0	0	0	0.06612	0.05581	0.00052	0	0.012	0.013	0	0.023	0.003
t4157	0.01971	0.06859	0.0035	0.00631	0.01835	0	0.00054	0.00475	0.10294	0.12058	0.00415	0.021	0.072	0.078	0.033	0.085	0.058
t4158	0.11068	0.12595	0.05669	0.03732	0.04063	0.00213	0.02442	0.03364	0.15036	0.20073	0.03326	0.092	0.162	0.184	0.13	0.175	0.157
t4159	0.24735	0.20538	0.16054	0.09331	0.05924	0.05418	0.09732	0.07985	0.20968	0.29678	0.09073	0.188	0.263	0.308	0.261	0.275	0.27
t4160	0.398	0.30119	0.25718	0.14615	0.11312	0.18916	0.18586	0.11408	0.27811	0.38506	0.17869	0.303	0.355	0.409	0.396	0.36	0.351
t4161	0.5413	0.40882	0.351	0.21018	0.13531	0.35105	0.30267	0.16308	0.34684	0.46129	0.27108	0.427	0.423	0.466	0.504	0.412	0.402
t4162	0.65414	0.45645	0.44378	0.30469	0.1529	0.50661	0.41736	0.21586	0.39861	0.51432	0.36721	0.548	0.451	0.49	0.584	0.431	0.396
t4163	0.73136	0.47591	0.55324	0.36525	0.18862	0.64373	0.5207	0.28978	0.43163	0.53584	0.44513	0.58	0.442	0.485	0.633	0.432	0.364
t4164	0.7698	0.45111	0.59772	0.41669	0.17899	0.74643	0.57673	0.34048	0.45039	0.54816	0.4967	0.541	0.432	0.448	0.636	0.411	0.345
t4165	0.77518	0.43134	0.54803	0.45216	0.20014	0.80655	0.60917	0.41587	0.44035	0.49378	0.52688	0.467	0.347	0.39	0.606	0.373	0.355
t4166	0.72007	0.39969	0.5652	0.42986	0.2195	0.80824	0.6093	0.41271	0.42526	0.46405	0.5274	0.409	0.291	0.322	0.536	0.316	0.334
t4167	0.62393	0.37823	0.50037	0.38258	0.27302	0.77042	0.54059	0.41292	0.39461	0.38626	0.51061	0.334	0.223	0.245	0.437	0.244	0.296
t4168	0.5042	0.30008	0.41449	0.3451	0.29838	0.68416	0.45949	0.36803	0.34313	0.32536	0.45674	0.251	0.163	0.162	0.315	0.171	0.233
t4169	0.37225	0.22639	0.29718	0.26493	0.17405	0.55978	0.36804	0.27997	0.28098	0.23059	0.3807	0.167	0.095	0.091	0.184	0.102	0.143
t4170	0.24368	0.14308	0.25499	0.19193	0.09565	0.39596	0.26401	0.22032	0.23584	0.16849	0.30065	0.076	0.038	0.031	0.073	0.042	0.058
t4171	0.11609	0.07727	0.15894	0.12212	0.04598	0.25101	0.15715	0.1415	0.17208	0.10767	0.21149	0.016	0.004	0	0.009	0.005	0.004
t4172	0.02795	0.02263	0.06844	0.04756	0.02846	0.11815	0.05881	0.07564	0.11926	0.05755	0.12878	0	0	0	0	0	0
t4173	0.00019	0.00058	0.01402	0.00544	0.00615	0.02006	0.0094	0.01741	0.07594	0.02143	0.05842	0	0	0	0	0	0
t4174	0	0	0.00002	0	0.00011	0.00043	0.00012	0.00002	0.04689	0.00565	0.01544	0	0	0	0	0	0
t4175	0	0	0	0	0	0	0	0	0.03703	0.00292	0.00117	0	0	0	0	0	0
t4176	0	0	0	0	0	0	0	0	0.05041	0.00325	0	0	0	0	0	0	0
t4177	0	0	0	0	0	0	0	0	0.0539	0.00353	0	0	0	0	0	0	0
t4178	0	0	0	0	0	0	0	0	0.05213	0.0041	0	0	0	0	0	0	0
t4179	0	0.0018	0	0	0	0	0	0	0.05194	0.00456	0	0	0	0	0	0.001	0
t4180	0.00003	0.03015	0	0.00032	0.00133	0	0	0	0.06727	0.01492	0.00051	0	0.008	0.011	0	0.028	0.001
t4181	0.01814	0.08736	0.00306	0.01214	0.03232	0	0.00034	0.00675	0.1032	0.03927	0.00436	0.018	0.056	0.069	0.037	0.099	0.029
t4182	0.09585	0.1612	0.05011	0.05565	0.10394	0.00189	0.0195	0.0574	0.15253	0.07628	0.03456	0.081	0.133	0.167	0.14	0.199	0.087
t4183	0.2193	0.24266	0.13982	0.12872	0.16948	0.05379	0.0789	0.13895	0.2156	0.13627	0.09559	0.185	0.233	0.292	0.28	0.304	0.154
t4184	0.36682	0.33108	0.21062	0.19016	0.24446	0.18737	0.16036	0.19551	0.28247	0.19014	0.15977	0.322	0.34	0.415	0.421	0.394	0.227
t4185	0.51756	0.41075	0.33	0.2743	0.30826	0.34781	0.25276	0.28034	0.3592	0.2294	0.25243	0.468	0.432	0.496	0.53	0.46	0.305
t4186	0.6399	0.44049	0.42575	0.3828	0.39193	0.50331	0.35656	0.387	0.41873	0.28896	0.3263	0.579	0.484	0.519	0.605	0.497	0.367
t4187	0.70744	0.4861	0.5071	0.45273	0.5054	0.63709	0.43576	0.41042	0.46003	0.31477	0.4025	0.656	0.479	0.512	0.644	0.503	0.395
t4188	0.748	0.47849	0.55201	0.51296	0.47209	0.73819	0.5045	0.48158	0.48792	0.3494	0.45371	0.653	0.431	0.472	0.642	0.481	0.406
t4189	0.74557	0.49202	0.52662	0.48279	0.47455	0.80391	0.54815	0.48924	0.48893	0.3679	0.45659	0.638	0.357	0.425	0.606	0.429	0.388
t4190	0.70657	0.45423	0.4861	0.47358	0.4583	0.81235	0.56359	0.4538	0.47469	0.37798	0.45127	0.596	0.275	0.363	0.534	0.368	0.352
t4191	0.61301	0.4125	0.44986	0.44691	0.42536	0.76887	0.51422	0.41434	0.43943	0.35355	0.43418	0.509	0.24	0.287	0.432	0.294	0.289
